2016-05-19 2016057 	 07 12 19 22 23 26  11 	 325,499,780 	 11 256 
2016-05-17 2016056 	 03 04 08 11 16 18  14 	 326,490,562 	 6 180 
2016-05-15 2016055 	 05 06 10 16 22 26  11 	 350,383,284 	 11 232 
2016-05-12 2016054 	 06 11 16 19 28 32  04 	 324,349,586 	 8 204 
2016-05-10 2016053 	 02 08 10 12 29 31  01 	 320,149,454 	 5 165 
2016-05-08 2016052 	 01 06 13 19 24 28  16 	 353,216,208 	 12 218 
2016-05-05 2016051 	 01 02 04 09 15 33  12 	 324,257,380 	 2 58 
2016-05-03 2016050 	 09 12 24 28 29 30  02 	 308,889,140 	 4 116 
2016-05-01 2016049 	 06 08 13 14 22 27  10 	 330,279,014 	 15 172 
2016-04-28 2016048 	 03 08 13 14 15 30  04 	 329,538,828 	 6 115 
2016-04-26 2016047 	 02 05 08 15 17 22  16 	 324,937,604 	 5 172 
2016-04-24 2016046 	 07 20 25 26 27 30  14 	 364,459,490 	 0 90 
2016-04-21 2016045 	 04 09 12 17 30 32  03 	 336,323,174 	 1 86 
2016-04-19 2016044 	 01 03 10 12 18 30  01 	 335,979,238 	 6 147 
2016-04-17 2016043 	 05 14 20 26 30 33  12 	 364,494,720 	 6 88 
2016-04-14 2016042 	 07 14 17 23 26 31  09 	 334,864,386 	 11 129 
2016-04-12 2016041 	 12 17 18 21 22 24  04 	 330,501,352 	 3 98 
2016-04-10 2016040 	 03 13 19 20 23 26  03 	 365,246,422 	 12 167 
2016-04-07 2016039 	 01 03 07 18 19 27  16 	 335,090,614 	 5 189 
2016-04-05 2016038 	 03 12 13 22 28 29  03 	 325,081,790 	 4 182 
2016-04-03 2016037 	 06 15 26 31 32 33  16 	 350,165,940 	 3 97 
2016-03-31 2016036 	 03 04 07 09 20 22  03 	 348,368,584 	 2 116 
2016-03-29 2016035 	 04 13 19 20 26 29  11 	 343,407,218 	 11 187 
2016-03-27 2016034 	 03 15 21 22 23 28  15 	 380,415,644 	 1 107 
2016-03-24 2016033 	 06 17 18 20 27 29  15 	 338,637,474 	 2 119 
2016-03-22 2016032 	 08 12 14 15 21 27  15 	 339,342,300 	 5 154 
2016-03-20 2016031 	 03 08 10 19 26 33  03 	 385,818,800 	 13 191 
2016-03-17 2016030 	 10 14 19 22 25 29  12 	 351,985,986 	 98 552 
2016-03-15 2016029 	 12 15 18 20 21 27  15 	 347,727,124 	 5 99 
2016-03-13 2016028 	 06 08 12 21 25 29  01 	 370,238,316 	 7 282 
2016-03-10 2016027 	 11 13 15 17 19 31  05 	 337,818,690 	 4 213 
2016-03-08 2016026 	 04 09 12 28 30 33  01 	 329,158,276 	 0 77 
2016-03-06 2016025 	 04 11 12 17 24 30  12 	 379,126,514 	 19 420 
2016-03-03 2016024 	 02 05 07 14 18 31  13 	 344,808,140 	 9 157 
2016-03-01 2016023 	 03 06 10 19 25 29  07 	 337,590,682 	 14 235 
2016-02-28 2016022 	 04 09 19 22 23 30  07 	 370,206,784 	 8 163 
2016-02-25 2016021 	 09 11 13 22 24 26  05 	 330,776,764 	 5 172 
2016-02-23 2016020 	 01 02 10 12 22 24  10 	 317,041,006 	 3 109 
2016-02-21 2016019 	 06 13 16 17 23 30  10 	 354,746,834 	 51 231 
2016-02-18 2016018 	 12 13 14 17 21 25  04 	 316,712,952 	 5 81 
2016-02-16 2016017 	 05 06 08 20 22 30  05 	 293,890,064 	 12 189 
2016-02-14 2016016 	 01 20 22 24 25 26  16 	 316,931,514 	 5 91 
2016-02-04 2016015 	 01 02 14 22 25 26  07 	 346,224,370 	 5 87 
2016-02-02 2016014 	 02 08 10 18 20 27  07 	 321,027,466 	 45 113 
2016-01-31 2016013 	 07 12 21 22 26 31  01 	 370,420,948 	 3 100 
2016-01-28 2016012 	 07 12 14 16 27 32  15 	 336,562,836 	 2 87 
2016-01-26 2016011 	 03 08 10 15 22 29  12 	 332,990,472 	 43 232 
2016-01-24 2016010 	 02 04 12 14 19 25  06 	 359,088,730 	 14 121 
2016-01-21 2016009 	 10 14 24 25 27 32  04 	 341,116,278 	 3 71 
2016-01-19 2016008 	 02 15 24 29 32 33  02 	 355,411,856 	 5 73 
2016-01-17 2016007 	 05 12 14 20 27 29  06 	 398,316,866 	 11 155 
2016-01-14 2016006 	 13 16 18 20 28 31  12 	 357,519,610 	 2 93 
2016-01-12 2016005 	 11 14 18 20 31 33  14 	 347,622,842 	 56 55 
2016-01-10 2016004 	 08 10 17 22 25 33  12 	 376,467,244 	 9 299 
2016-01-07 2016003 	 01 10 14 23 26 28  01 	 351,825,302 	 12 170 
2016-01-05 2016002 	 09 14 17 20 24 30  16 	 343,096,096 	 5 231 
2016-01-03 2016001 	 06 13 16 18 20 22  13 	 388,445,976 	 5 154 
2015-12-31 2015154 	 07 09 11 15 18 25  07 	 364,605,498 	 13 120 
2015-12-29 2015153 	 08 11 15 22 27 29  03 	 348,341,018 	 15 143 
2015-12-27 2015152 	 11 18 19 21 29 32  12 	 392,322,240 	 14 102 
2015-12-24 2015151 	 05 06 08 23 31 32  11 	 350,309,390 	 5 74 
2015-12-22 2015150 	 01 03 08 11 29 31  13 	 333,813,118 	 1 225 
2015-12-20 2015149 	 09 10 20 21 22 33  09 	 368,458,204 	 40 340 
2015-12-17 2015148 	 09 13 14 22 26 27  07 	 330,278,892 	 18 298 
2015-12-15 2015147 	 08 09 16 23 24 30  05 	 331,495,570 	 29 181 
2015-12-13 2015146 	 16 17 21 28 30 32  15 	 368,273,034 	 3 73 
2015-12-10 2015145 	 07 08 15 19 20 24  13 	 327,973,844 	 14 143 
2015-12-08 2015144 	 01 04 07 15 28 32  16 	 330,530,758 	 6 110 
2015-12-06 2015143 	 13 15 19 20 21 32  04 	 363,104,978 	 6 75 
2015-12-03 2015142 	 13 17 19 20 22 25  11 	 326,956,020 	 2 66 
2015-12-01 2015141 	 03 08 19 25 27 28  02 	 329,544,366 	 8 173 
2015-11-29 2015140 	 06 20 28 29 30 31  12 	 363,959,858 	 5 131 
2015-11-26 2015139 	 01 10 13 18 25 27  09 	 323,569,236 	 5 91 
2015-11-24 2015138 	 01 02 08 16 19 24  11 	 317,036,346 	 11 108 
2015-11-22 2015137 	 14 22 23 27 28 31  12 	 357,991,902 	 2 74 
2015-11-19 2015136 	 02 05 12 23 28 29  01 	 332,169,672 	 3 183 
2015-11-17 2015135 	 01 12 14 18 26 32  07 	 323,653,256 	 6 85 
2015-11-15 2015134 	 02 05 14 19 27 31  04 	 359,304,970 	 4 198 
2015-11-12 2015133 	 02 03 13 20 22 24  15 	 318,320,120 	 3 78 
2015-11-10 2015132 	 03 05 11 28 30 33  01 	 324,697,916 	 7 72 
2015-11-08 2015131 	 10 12 13 19 22 26  03 	 352,871,146 	 7 100 
2015-11-05 2015130 	 06 14 15 16 17 22  10 	 329,910,968 	 5 179 
2015-11-03 2015129 	 05 08 11 16 18 27  04 	 330,274,852 	 2 122 
2015-11-01 2015128 	 01 03 08 11 22 28  06 	 353,929,358 	 17 188 
2015-10-29 2015127 	 07 10 19 22 27 33  06 	 323,385,694 	 18 99 
2015-10-27 2015126 	 10 11 15 20 23 29  12 	 321,292,184 	 11 290 
2015-10-25 2015125 	 05 13 22 27 30 33  10 	 342,693,238 	 7 69 
2015-10-22 2015124 	 02 03 05 12 18 27  01 	 314,656,346 	 11 117 
2015-10-20 2015123 	 05 08 09 12 22 28  07 	 312,976,520 	 8 263 
2015-10-18 2015122 	 05 07 11 16 22 25  07 	 340,964,698 	 14 178 
2015-10-15 2015121 	 01 03 20 21 28 29  12 	 311,696,404 	 4 69 
2015-10-13 2015120 	 16 21 24 26 27 29  16 	 306,978,816 	 1 136 
2015-10-11 2015119 	 02 08 10 18 23 31  08 	 336,177,996 	 6 112 
2015-10-08 2015118 	 01 04 11 21 23 31  12 	 302,094,780 	 11 52 
2015-10-06 2015117 	 04 11 12 18 26 32  12 	 276,307,776 	 3 85 
2015-10-04 2015116 	 04 06 15 23 26 28  11 	 298,345,670 	 7 153 
2015-10-01 2015115 	 01 07 08 14 24 32  03 	 275,624,372 	 10 114 
2015-09-29 2015114 	 04 07 09 13 21 26  01 	 297,013,542 	 13 259 
2015-09-27 2015113 	 01 05 07 08 19 27  12 	 337,101,348 	 7 177 
2015-09-24 2015112 	 01 03 10 19 20 27  11 	 306,859,802 	 4 126 
2015-09-22 2015111 	 08 14 16 18 20 30  12 	 307,364,620 	 7 142 
2015-09-20 2015110 	 05 07 16 17 22 23  04 	 340,689,020 	 11 189 
2015-09-17 2015109 	 01 08 09 16 32 33  13 	 317,531,670 	 7 132 
2015-09-15 2015108 	 02 12 19 22 24 27  15 	 309,769,258 	 9 136 
2015-09-13 2015107 	 07 14 16 18 21 25  08 	 337,547,646 	 7 96 
2015-09-10 2015106 	 01 03 04 23 31 32  13 	 305,793,682 	 6 84 
2015-09-08 2015105 	 09 10 16 19 20 26  12 	 304,229,202 	 12 180 
2015-09-06 2015104 	 09 18 21 23 25 26  01 	 332,604,432 	 0 87 
2015-09-03 2015103 	 06 08 13 26 30 32  14 	 284,270,680 	 3 138 
2015-09-01 2015102 	 07 09 12 14 21 23  06 	 300,065,068 	 5 107 
2015-08-30 2015101 	 08 16 22 24 28 29  05 	 333,057,658 	 8 133 
2015-08-27 2015100 	 02 03 11 17 19 21  08 	 302,573,068 	 2 107 
2015-08-25 2015099 	 06 07 10 11 14 22  09 	 297,598,058 	 5 91 
2015-08-23 2015098 	 06 09 13 26 27 33  01 	 329,104,206 	 3 145 
